text,language,text_length,tokens,extracted_features
తలగ లపన బదధల వరతకల ఆగనయ ఆసయ పరతలక అదచసర,te,66,"['తలగ', 'లపన', 'బదధల', 'వరతకల', 'ఆగనయ', 'ఆసయ', 'పరతలక', 'అదచసర']","{'word_length': 4.0, 'sentence_length': 8.0, 'char_ngrams': 37, 'prefix_suffix_count': 16, 'unique_roots_count': 8}"
আহম ৰজযত বৰঞজ লখবৰ বব অসময ভষ আৰ লপৰ বযৱহৰ কৰ হছল,as,74,"['আহম', 'ৰজযত', 'বৰঞজ', 'লখবৰ', 'বব', 'অসময', 'ভষ', 'আৰ', 'লপৰ', 'বযৱহৰ', 'কৰ', 'হছল']","{'word_length': 3.1666666666666665, 'sentence_length': 12.0, 'char_ngrams': 47, 'prefix_suffix_count': 16, 'unique_roots_count': 12}"
आनक एक भयलयच जत आस सदद,kok,34,"['आनक', 'एक', 'भयलयच', 'जत', 'आस', 'सदद']","{'word_length': 2.8333333333333335, 'sentence_length': 6.0, 'char_ngrams': 20, 'prefix_suffix_count': 6, 'unique_roots_count': 6}"
जनसखयदषटय एष वशव दवतय सथन वदयत,sa,52,"['जनसखयदषटय', 'एष', 'वशव', 'दवतय', 'सथन', 'वदयत']","{'word_length': 4.166666666666667, 'sentence_length': 6.0, 'char_ngrams': 28, 'prefix_suffix_count': 10, 'unique_roots_count': 6}"
সসকতত পৰষ তনট অসমযত পৰষ চৰট,as,45,"['সসকতত', 'পৰষ', 'তনট', 'অসমযত', 'পৰষ', 'চৰট']","{'word_length': 3.6666666666666665, 'sentence_length': 6.0, 'char_ngrams': 25, 'prefix_suffix_count': 12, 'unique_roots_count': 5}"
थदय लकन वह सगल क ककण एक वगळ भस नहइ पण मरठच एक बल आस,kok,84,"['थदय', 'लकन', 'वह', 'सगल', 'क', 'ककण', 'एक', 'वगळ', 'भस', 'नहइ', 'पण', 'मरठच', 'एक', 'बल', 'आस']","{'word_length': 2.466666666666667, 'sentence_length': 15.0, 'char_ngrams': 49, 'prefix_suffix_count': 14, 'unique_roots_count': 14}"
nan,ta,0,[],"{'word_length': 3.0, 'sentence_length': 1.0, 'char_ngrams': 1, 'prefix_suffix_count': 2, 'unique_roots_count': 1}"
ट वरगक पच अकषर ट ठ ड ढ णअरध णअननसक वरण मरधनय उचचरण,ne,72,"['ट', 'वरगक', 'पच', 'अकषर', 'ट', 'ठ', 'ड', 'ढ', 'णअरध', 'णअननसक', 'वरण', 'मरधनय', 'उचचरण']","{'word_length': 2.923076923076923, 'sentence_length': 13.0, 'char_ngrams': 48, 'prefix_suffix_count': 14, 'unique_roots_count': 12}"
२० आन ४४,kok,10,"['२०', 'आन', '४४']","{'word_length': 2.0, 'sentence_length': 3.0, 'char_ngrams': 6, 'prefix_suffix_count': 0, 'unique_roots_count': 3}"
توشہ خانی فاروق عبدالله کٲشر تلفظ چھ اکھ ہندوستٲنؠ سیاست دان یس چھ جۆم تہ کشیر قومی کانفرینس سند صدر,ks,119,"['توشہ', 'خانی', 'فاروق', 'عبدالله', 'کٲشر', 'تلفظ', 'چھ', 'اکھ', 'ہندوستٲنؠ', 'سیاست', 'دان', 'یس', 'چھ', 'جۆم', 'تہ', 'کشیر', 'قومی', 'کانفرینس', 'سند', 'صدر']","{'word_length': 4.05, 'sentence_length': 20.0, 'char_ngrams': 98, 'prefix_suffix_count': 32, 'unique_roots_count': 19}"
ہندوستان شمٲلی دیصی پروتراج حیمالے چھ جنوبی سینڈ محاساگر ہندوستان پؠٹھ نیپال تبت چین ملک پصچیمع پٲکستان پروع چھ برما تہ جنوبی سری لنکا ملک,ks,170,"['ہندوستان', 'شمٲلی', 'دیصی', 'پروتراج', 'حیمالے', 'چھ', 'جنوبی', 'سینڈ', 'محاساگر', 'ہندوستان', 'پؠٹھ', 'نیپال', 'تبت', 'چین', 'ملک', 'پصچیمع', 'پٲکستان', 'پروع', 'چھ', 'برما', 'تہ', 'جنوبی', 'سری', 'لنکا', 'ملک']","{'word_length': 4.56, 'sentence_length': 25.0, 'char_ngrams': 136, 'prefix_suffix_count': 44, 'unique_roots_count': 21}"
ન લડનમ ગજરત ચથ કરમ સથ વધ બલત ભષ છ,gu,53,"['ન', 'લડનમ', 'ગજરત', 'ચથ', 'કરમ', 'સથ', 'વધ', 'બલત', 'ભષ', 'છ']","{'word_length': 2.4, 'sentence_length': 10.0, 'char_ngrams': 31, 'prefix_suffix_count': 8, 'unique_roots_count': 10}"
શબદન અતમ ə અ દર થવ એ મટ ધવનશસતરય ફરફર હત જથ આધનક ગજરતમ વયજનનત શબદ છ,gu,104,"['શબદન', 'અતમ', 'ə', 'અ', 'દર', 'થવ', 'એ', 'મટ', 'ધવનશસતરય', 'ફરફર', 'હત', 'જથ', 'આધનક', 'ગજરતમ', 'વયજનનત', 'શબદ', 'છ']","{'word_length': 3.0, 'sentence_length': 17.0, 'char_ngrams': 65, 'prefix_suffix_count': 16, 'unique_roots_count': 17}"
स,mr,1,['स'],"{'word_length': 1.0, 'sentence_length': 1.0, 'char_ngrams': 0, 'prefix_suffix_count': 0, 'unique_roots_count': 1}"
8 മല എനന പദവ ആൾ ആളക എനന നപസകപദവ ചർനന സനധനയമമനസരചച വടവടകകൻ യകര ചർനനമണ മലയള ഉണടയതനന കരതനന,ml,134,"['8', 'മല', 'എനന', 'പദവ', 'ആൾ', 'ആളക', 'എനന', 'നപസകപദവ', 'ചർനന', 'സനധനയമമനസരചച', 'വടവടകകൻ', 'യകര', 'ചർനനമണ', 'മലയള', 'ഉണടയതനന', 'കരതനന']","{'word_length': 4.5, 'sentence_length': 16.0, 'char_ngrams': 85, 'prefix_suffix_count': 26, 'unique_roots_count': 15}"
modern english has been spreading around the world since the 17th century by the worldwide influence of the british empire and the united states,en,144,"['modern', 'english', 'has', 'been', 'spreading', 'around', 'the', 'world', 'since', 'the', '17th', 'century', 'by', 'the', 'worldwide', 'influence', 'of', 'the', 'british', 'empire', 'and', 'the', 'united', 'states']","{'word_length': 5.041666666666667, 'sentence_length': 24.0, 'char_ngrams': 142, 'prefix_suffix_count': 44, 'unique_roots_count': 20}"
nan,en,0,[],"{'word_length': 3.0, 'sentence_length': 1.0, 'char_ngrams': 1, 'prefix_suffix_count': 2, 'unique_roots_count': 1}"
અમરકન કરતયદધ દરમયન યદધન નણકય જરરયત પર કરવન હતથ કનટનનટલ કગરસ દવર કનટનનટલ બકનટ ફરત કરવમ આવ,gu,144,"['અમરકન', 'કરતયદધ', 'દરમયન', 'યદધન', 'નણકય', 'જરરયત', 'પર', 'કરવન', 'હતથ', 'કનટનનટલ', 'કગરસ', 'દવર', 'કનટનનટલ', 'બકનટ', 'ફરત', 'કરવમ', 'આવ']","{'word_length': 4.235294117647059, 'sentence_length': 17.0, 'char_ngrams': 86, 'prefix_suffix_count': 30, 'unique_roots_count': 15}"
کول محی الدین حاجنی پی,ks,25,"['کول', 'محی', 'الدین', 'حاجنی', 'پی']","{'word_length': 3.6, 'sentence_length': 5.0, 'char_ngrams': 20, 'prefix_suffix_count': 8, 'unique_roots_count': 5}"
ગજરત ભષન પરચલત રત નચન તરણ ઐતહસક તબકકઓમ વહચવમ આવ છ,gu,77,"['ગજરત', 'ભષન', 'પરચલત', 'રત', 'નચન', 'તરણ', 'ઐતહસક', 'તબકકઓમ', 'વહચવમ', 'આવ', 'છ']","{'word_length': 3.5454545454545454, 'sentence_length': 11.0, 'char_ngrams': 47, 'prefix_suffix_count': 16, 'unique_roots_count': 11}"
മലയളതതൽ ആ പഴമ ഇനന സജവമണ,ml,34,"['മലയളതതൽ', 'ആ', 'പഴമ', 'ഇനന', 'സജവമണ']","{'word_length': 3.8, 'sentence_length': 5.0, 'char_ngrams': 21, 'prefix_suffix_count': 8, 'unique_roots_count': 5}"
ह लख एक ओबडधबड शळवर करल असन तय शळच मथयवर चदरसरय आण मजकरखल गदधगळ व शवट पनह चदरसरय अस करवकमच सवरप आह,mr,149,"['ह', 'लख', 'एक', 'ओबडधबड', 'शळवर', 'करल', 'असन', 'तय', 'शळच', 'मथयवर', 'चदरसरय', 'आण', 'मजकरखल', 'गदधगळ', 'व', 'शवट', 'पनह', 'चदरसरय', 'अस', 'करवकमच', 'सवरप', 'आह']","{'word_length': 3.5, 'sentence_length': 22.0, 'char_ngrams': 96, 'prefix_suffix_count': 28, 'unique_roots_count': 21}"
યરપન દશમ ચદમ સદમ વનમયન મધયમ તરક બકનટ દખલ કરવમ આવ અન સતતરમ સદમ ત તન વયવસથત રત વયવહર થવ લગય,gu,138,"['યરપન', 'દશમ', 'ચદમ', 'સદમ', 'વનમયન', 'મધયમ', 'તરક', 'બકનટ', 'દખલ', 'કરવમ', 'આવ', 'અન', 'સતતરમ', 'સદમ', 'ત', 'તન', 'વયવસથત', 'રત', 'વયવહર', 'થવ', 'લગય']","{'word_length': 3.2857142857142856, 'sentence_length': 21.0, 'char_ngrams': 87, 'prefix_suffix_count': 30, 'unique_roots_count': 20}"
202122ನ ಸಲನ ಚಕಕಬಳಳಪರ ತಟಗರಕ ಇಲಖಯಲಲ ಅನಷಠನಗಳಸತತರವ ತಟಗರಕ ಇಲಖಯ ವವಧ ಯಜನಗಳಡ ಹಣಣಗಳ ತರಕರ ಹವ ಬಳಗಳ ಹಸತಟ ಪರದಶ ವಸತರಣ ಪನಸಛತನ ಸರಕಷತ ಬಸಯದಡ ಪಲಹಸ ಹದಕ ಯತರಕರಣ ನರ ಸಗರಹಣ ಘಟಕಗಳಗ ಕಯಲತತರ ನರವಹಣ ಘಟಕಗಳದ ಪಯಕ ಹಸ ಇತರ ಯಜನಗಳಡಯಲಲ ಜನ ಕಷ ಕರಯಕರಮದಡಯಲಲ ಸಹಯಧನ ನಡಲ ಅರಜ ಆಹವನಸಲಗದ,kn,365,"['202122ನ', 'ಸಲನ', 'ಚಕಕಬಳಳಪರ', 'ತಟಗರಕ', 'ಇಲಖಯಲಲ', 'ಅನಷಠನಗಳಸತತರವ', 'ತಟಗರಕ', 'ಇಲಖಯ', 'ವವಧ', 'ಯಜನಗಳಡ', 'ಹಣಣಗಳ', 'ತರಕರ', 'ಹವ', 'ಬಳಗಳ', 'ಹಸತಟ', 'ಪರದಶ', 'ವಸತರಣ', 'ಪನಸಛತನ', 'ಸರಕಷತ', 'ಬಸಯದಡ', 'ಪಲಹಸ', 'ಹದಕ', 'ಯತರಕರಣ', 'ನರ', 'ಸಗರಹಣ', 'ಘಟಕಗಳಗ', 'ಕಯಲತತರ', 'ನರವಹಣ', 'ಘಟಕಗಳದ', 'ಪಯಕ', 'ಹಸ', 'ಇತರ', 'ಯಜನಗಳಡಯಲಲ', 'ಜನ', 'ಕಷ', 'ಕರಯಕರಮದಡಯಲಲ', 'ಸಹಯಧನ', 'ನಡಲ', 'ಅರಜ', 'ಆಹವನಸಲಗದ']","{'word_length': 4.925, 'sentence_length': 40.0, 'char_ngrams': 234, 'prefix_suffix_count': 70, 'unique_roots_count': 38}"
খষটয পঞচম শতকৰ পৰ দবদশ শতকলক পৰচন কমৰপ ৰজযত ৰজতব কৰ হনদ ৰজসকলৰ তমৰফলসমহতই পৰচন অসময লখত সহতযৰ নদৰশন পৱ যয,as,156,"['খষটয', 'পঞচম', 'শতকৰ', 'পৰ', 'দবদশ', 'শতকলক', 'পৰচন', 'কমৰপ', 'ৰজযত', 'ৰজতব', 'কৰ', 'হনদ', 'ৰজসকলৰ', 'তমৰফলসমহতই', 'পৰচন', 'অসময', 'লখত', 'সহতযৰ', 'নদৰশন', 'পৱ', 'যয']","{'word_length': 4.0476190476190474, 'sentence_length': 21.0, 'char_ngrams': 103, 'prefix_suffix_count': 34, 'unique_roots_count': 20}"
य दश शबद जनभष क परचलत शबद थ ज सवभवत अपरभश म भ चल आए थ,hi,77,"['य', 'दश', 'शबद', 'जनभष', 'क', 'परचलत', 'शबद', 'थ', 'ज', 'सवभवत', 'अपरभश', 'म', 'भ', 'चल', 'आए', 'थ']","{'word_length': 2.375, 'sentence_length': 16.0, 'char_ngrams': 51, 'prefix_suffix_count': 12, 'unique_roots_count': 14}"
13251625വര അധനകഘടട യവനവസഥ മലയള കല കലലവർഷ 800 മതൽ എ,ml,73,"['13251625വര', 'അധനകഘടട', 'യവനവസഥ', 'മലയള', 'കല', 'കലലവർഷ', '800', 'മതൽ', 'എ']","{'word_length': 4.666666666666667, 'sentence_length': 9.0, 'char_ngrams': 48, 'prefix_suffix_count': 14, 'unique_roots_count': 9}"
ಅರಬನಕ ಜತಗನ ಈ ಪಲದರಕಯ ಫಲಪಕರಟಗಗ ಈ ಋತವನಲಲ ಹಲವರ ರಮಚನಕರ ಅನಭವವನನ ನಡತತದ,kn,105,"['ಅರಬನಕ', 'ಜತಗನ', 'ಈ', 'ಪಲದರಕಯ', 'ಫಲಪಕರಟಗಗ', 'ಈ', 'ಋತವನಲಲ', 'ಹಲವರ', 'ರಮಚನಕರ', 'ಅನಭವವನನ', 'ನಡತತದ']","{'word_length': 4.818181818181818, 'sentence_length': 11.0, 'char_ngrams': 61, 'prefix_suffix_count': 18, 'unique_roots_count': 10}"
रषटरसय शसनधकर रषटरपत नयसत,sa,43,"['रषटरसय', 'शसनधकर', 'रषटरपत', 'नयसत']","{'word_length': 5.5, 'sentence_length': 4.0, 'char_ngrams': 23, 'prefix_suffix_count': 8, 'unique_roots_count': 4}"
ಇತತಚಗ ಈ ಉಪಕರಮದಡ ರಜಸಥನದ ಬರನ ನಲಲರವ ಹಡಟ ಮಹಳ ಕಸನ ಪರಡಯಸರ ಕಪನ ಲಮಟಎಡ ಎಚಎಕಪಸಎಲ ಫಲಪ ಕರಟ ನಲಲ ತನನ ಹಲ ಕರಯಡರ ನ ಮದಲ ವಯವಹರವನನ ನಡಸದ,kn,182,"['ಇತತಚಗ', 'ಈ', 'ಉಪಕರಮದಡ', 'ರಜಸಥನದ', 'ಬರನ', 'ನಲಲರವ', 'ಹಡಟ', 'ಮಹಳ', 'ಕಸನ', 'ಪರಡಯಸರ', 'ಕಪನ', 'ಲಮಟಎಡ', 'ಎಚಎಕಪಸಎಲ', 'ಫಲಪ', 'ಕರಟ', 'ನಲಲ', 'ತನನ', 'ಹಲ', 'ಕರಯಡರ', 'ನ', 'ಮದಲ', 'ವಯವಹರವನನ', 'ನಡಸದ']","{'word_length': 4.043478260869565, 'sentence_length': 23.0, 'char_ngrams': 113, 'prefix_suffix_count': 40, 'unique_roots_count': 23}"
ਸਬਦ ਦ ਅਤਲ ਸਥਤ ਵਚ ਘਝਢਧਭ ਕਰਮਪਰਵਕ ਗ ਜ ਡ ਬ ਦ ਵਚ ਤਬਦਲ ਹ ਕ ਨਲ ਲਗਦ ਅਗਲ ਸਵਰ ਉਤ ਉਚ ਸਵਰ ਸਹਤ ਉਚਰਆ ਜਦਆ ਹਨ,pa,140,"['ਸਬਦ', 'ਦ', 'ਅਤਲ', 'ਸਥਤ', 'ਵਚ', 'ਘਝਢਧਭ', 'ਕਰਮਪਰਵਕ', 'ਗ', 'ਜ', 'ਡ', 'ਬ', 'ਦ', 'ਵਚ', 'ਤਬਦਲ', 'ਹ', 'ਕ', 'ਨਲ', 'ਲਗਦ', 'ਅਗਲ', 'ਸਵਰ', 'ਉਤ', 'ਉਚ', 'ਸਵਰ', 'ਸਹਤ', 'ਉਚਰਆ', 'ਜਦਆ', 'ਹਨ']","{'word_length': 2.4814814814814814, 'sentence_length': 27.0, 'char_ngrams': 91, 'prefix_suffix_count': 26, 'unique_roots_count': 24}"
१२औ शतबदक पररमभम भरतम इसलम आकरमण पशचत उततर तथ मधय भरतक अधकश भग दलल सलतनतक शसन अधन भय र पछ अधकश उपमहदवप मगल वशक अधनम गय,ne,170,"['१२औ', 'शतबदक', 'पररमभम', 'भरतम', 'इसलम', 'आकरमण', 'पशचत', 'उततर', 'तथ', 'मधय', 'भरतक', 'अधकश', 'भग', 'दलल', 'सलतनतक', 'शसन', 'अधन', 'भय', 'र', 'पछ', 'अधकश', 'उपमहदवप', 'मगल', 'वशक', 'अधनम', 'गय']","{'word_length': 3.576923076923077, 'sentence_length': 26.0, 'char_ngrams': 116, 'prefix_suffix_count': 40, 'unique_roots_count': 24}"
বণমধৱ বৰৱই এই কথত ভষটক কমৰপ পৰকত নম দছ,as,57,"['বণমধৱ', 'বৰৱই', 'এই', 'কথত', 'ভষটক', 'কমৰপ', 'পৰকত', 'নম', 'দছ']","{'word_length': 3.3333333333333335, 'sentence_length': 9.0, 'char_ngrams': 36, 'prefix_suffix_count': 12, 'unique_roots_count': 9}"
ಇದರ ಮಲಕ ಲಕಷತರ ವಯಕತಗಳಕಟಬಗಳ ಜವನ ಮತತ ಜವನಪಯವನನ ಸಧರಣ ಮಡವ ಉದದಶವನನ ಹದದ,kn,97,"['ಇದರ', 'ಮಲಕ', 'ಲಕಷತರ', 'ವಯಕತಗಳಕಟಬಗಳ', 'ಜವನ', 'ಮತತ', 'ಜವನಪಯವನನ', 'ಸಧರಣ', 'ಮಡವ', 'ಉದದಶವನನ', 'ಹದದ']","{'word_length': 4.818181818181818, 'sentence_length': 11.0, 'char_ngrams': 61, 'prefix_suffix_count': 22, 'unique_roots_count': 11}"
తలగన సధరణగ ఒకపదమత మరకట కలస చరపయ భషగ గరతసతర,te,69,"['తలగన', 'సధరణగ', 'ఒకపదమత', 'మరకట', 'కలస', 'చరపయ', 'భషగ', 'గరతసతర']","{'word_length': 4.375, 'sentence_length': 8.0, 'char_ngrams': 40, 'prefix_suffix_count': 16, 'unique_roots_count': 8}"
